ASN,LATITUDE,LONGITUDE,SOURCE,VALIDATED,STANDARD_LATITUDE,STANDARD_LONGITUDE,STANDARD_CITY,STANDARD_STATE,STANDARD_COUNTRY,PHYSICAL_PRESENCE,ASOF_DATE
208800,24.4539,54.3773,RIPEAtlas,,24.4666835724,54.3665933826,Abu Dhabi,Abu Dhabi,AE,False,2022-09-15
15412,25.0265,55.1869,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
15802,25.0265,55.1869,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
15802,25.0945,55.152,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
36236,25.6251,55.8089,RIPEAtlas,,25.7915381053,55.9427762439,Ras al Khaymah,Ras Al Khaymah,AE,False,2022-09-15
42473,25.0283,55.1857,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
57187,25.0265,55.1869,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
60924,25.0265,55.1869,RIPEAtlas,,24.976239033,55.0107401111,Jabal Ali,Dubay,AE,False,2022-09-15
12008,25.1308,56.3364,RIPEAtlas,,25.1234393504,56.3374808338,Al Fujayrah,Fujayrah,AE,False,2022-09-15
42409,41.3249,19.8162,RIPEAtlas,,41.3275407095,19.8188830146,Tirana,Durrës,AL,False,2022-09-15
57961,41.3328,19.8061,RIPEAtlas,,41.3275407095,19.8188830146,Tirana,Durrës,AL,False,2022-09-15
51225,40.2064,44.5221,RIPEAtlas,,40.1811507355,44.5135513904,Yerevan,Erevan,AM,False,2022-09-15
28109,-38.7183,-62.2663,RIPEAtlas,,-38.7400268364,-62.2650214047,Bahía Blanca,Ciudad de Buenos Aires,AR,False,2022-09-15
4270,-34.6037,-58.3816,RIPEAtlas,,-34.6025016085,-58.3975313737,Buenos Aires,Ciudad de Buenos Aires,AR,False,2022-09-15
11193,-38.0042,-57.5423,RIPEAtlas,,-38.000020326,-57.5799843766,Mar del Plata,Ciudad de Buenos Aires,AR,False,2022-09-15
264608,-33.8947,-60.5701,RIPEAtlas,,-33.8995987765,-60.5699827491,Pergamino,Ciudad de Buenos Aires,AR,False,2022-09-15
263777,-29.2318,-61.7703,RIPEAtlas,,-28.4661319796,-62.8333071306,Añatuya,Santiago del Estero,AR,False,2022-09-15
11815,-33.0255,-60.6338,RIPEAtlas,,-32.9511295382,-60.6663076188,Rosario,Santa Fe,AR,False,2022-09-15
48362,47.2704,9.6053,RIPEAtlas,,47.1337237743,9.51666947291,Vaduz,,LI,False,2022-09-15
34347,47.2779,11.5031,RIPEAtlas,,47.2804073274,11.4099905992,Innsbruck,Tirol,AT,False,2022-09-15
31510,47.2678,11.4264,RIPEAtlas,,47.2804073274,11.4099905992,Innsbruck,Tirol,AT,False,2022-09-15
1111,46.616,14.2652,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2022-09-15
42473,46.6158,14.3182,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2022-09-15
61098,46.6143,14.2637,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2022-09-15
61438,46.6365,14.3122,RIPEAtlas,,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,False,2022-09-15
30971,47.792,13.0107,RIPEAtlas,,47.8104783316,13.040020303,Salzburg,Salzburg,AT,False,2022-09-15
39878,47.8225,13.0405,RIPEAtlas,,47.8104783316,13.040020303,Salzburg,Salzburg,AT,False,2022-09-15
5404,47.7904,13.0119,RIPEAtlas,,47.8104783316,13.040020303,Salzburg,Salzburg,AT,False,2022-09-15
1120,48.2082,16.3738,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
1764,48.2103,16.3785,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
1853,48.2699,16.409,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
1853,48.2082,16.3738,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
212567,48.193,16.3534,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
30971,48.2009,16.3693,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
30971,48.269,16.4106,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
3320,48.1931,16.392,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
48943,48.2135,16.3565,RIPEAtlas,,48.2000152782,16.3666389554,Vienna,Wien,AT,False,2022-09-15
21013,48.1654,14.0366,RIPEAtlas,,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,False,2022-09-15
137409,-34.9265,138.594,RIPEAtlas,,-34.9349877739,138.600004841,Adelaide,South Australia,AU,False,2022-09-15
137409,-27.4539,153.0332,RIPEAtlas,,-27.4550309054,153.035092732,Brisbane,Queensland,AU,False,2022-09-15
4608,-27.5778,153.0958,RIPEAtlas,,-27.4550309054,153.035092732,Brisbane,Queensland,AU,False,2022-09-15
4608,-27.4709,153.0235,RIPEAtlas,,-27.4550309054,153.035092732,Brisbane,Queensland,AU,False,2022-09-15
4608,-27.4655,153.0296,RIPEAtlas,,-27.4550309054,153.035092732,Brisbane,Queensland,AU,False,2022-09-15
137409,-31.9567,115.7981,RIPEAtlas,,-31.9550146293,115.839998738,Perth,Western Australia,AU,False,2022-09-15
12008,-37.823,144.9154,RIPEAtlas,,-37.8200313123,144.975016235,Melbourne,Victoria,AU,False,2022-09-15
136557,-37.823,144.9154,RIPEAtlas,,-37.8200313123,144.975016235,Melbourne,Victoria,AU,False,2022-09-15
137409,-37.823,144.9154,RIPEAtlas,,-37.8200313123,144.975016235,Melbourne,Victoria,AU,False,2022-09-15
38796,-37.8141,144.9633,RIPEAtlas,,-37.8200313123,144.975016235,Melbourne,Victoria,AU,False,2022-09-15
38880,-37.8215,145.3146,RIPEAtlas,,-38.099600811,145.283369506,Cranbourne,Victoria,AU,False,2022-09-15
4764,-38.2361,146.3992,RIPEAtlas,,-38.1995947075,146.530011759,Traralgon,Victoria,AU,False,2022-09-15
4739,-32.2275,115.9756,RIPEAtlas,,-32.2393900362,115.770235554,Kwinana,Western Australia,AU,False,2022-09-15
12008,-33.9182,151.1893,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
135150,-33.9117,151.1929,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
137409,-33.9182,151.1893,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
138466,-33.9182,151.1893,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
15169,-33.8688,151.2093,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
16276,-33.9214,151.1881,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
16509,-33.8688,151.2093,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
199524,-33.9182,151.1893,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
199610,-33.9213,151.1881,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
20473,-33.9118,151.1929,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
23719,-33.8768,151.1983,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
3491,-33.9208,151.1884,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
9268,-33.9118,151.1929,RIPEAtlas,,-33.9200109672,151.185179809,Sydney,New South Wales,AU,False,2022-09-15
8670,43.8578,18.3978,RIPEAtlas,,43.850022399,18.383001667,Sarajevo,Sarajevo,BA,False,2022-09-15
9146,44.1995,17.9022,RIPEAtlas,,44.2199739777,17.9199808336,Zenica,Zenica-Doboj,BA,False,2022-09-15
24122,23.7512,90.3861,RIPEAtlas,,23.7230597117,90.4085794667,Dhaka,Dhaka,BD,False,2022-09-15
58717,23.7525,90.3929,RIPEAtlas,,23.7230597117,90.4085794667,Dhaka,Dhaka,BD,False,2022-09-15
2611,51.1845,4.4207,RIPEAtlas,,51.2203735546,4.41501704776,Antwerpen,Antwerp,BE,False,2022-09-15
2611,51.1846,4.4212,RIPEAtlas,,51.2203735546,4.41501704776,Antwerpen,Antwerp,BE,False,2022-09-15
204059,50.8229,4.3689,RIPEAtlas,,50.8333170767,4.3333166083,Brussels,Brussels,BE,False,2022-09-15
35395,50.8503,4.3517,RIPEAtlas,,50.8333170767,4.3333166083,Brussels,Brussels,BE,False,2022-09-15
15169,50.4491,3.8184,RIPEAtlas,,50.445999109,3.93900356095,Mons,Hainaut,BE,False,2022-09-15
39923,50.8451,4.7244,RIPEAtlas,,50.8333170767,4.3333166083,Brussels,Brussels,BE,False,2022-09-15
2611,50.6681,4.6118,RIPEAtlas,,50.4203965445,4.45000199242,Charleroi,Charleroi,BE,False,2022-09-15
212882,50.871,4.4764,RIPEAtlas,,50.8333170767,4.3333166083,Brussels,Brussels,BE,False,2022-09-15
39923,50.8752,4.4996,RIPEAtlas,,50.8333170767,4.3333166083,Brussels,Brussels,BE,False,2022-09-15
37577,12.367,-1.5148,RIPEAtlas,,12.3703159779,-1.5247237563,Ouagadougou,Kadiogo,BF,False,2022-09-15
198127,43.3941,24.6221,RIPEAtlas,,43.4237693472,24.6133707262,Pleven,Pleven,BG,False,2022-09-15
198228,44.1172,27.2589,RIPEAtlas,,44.2062797232,27.3259183337,Călărași,Calarasi,RO,False,2022-09-15
198228,44.1177,27.259,RIPEAtlas,,44.2062797232,27.3259183337,Călărași,Calarasi,RO,False,2022-09-15
197216,42.7027,23.3061,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
31287,42.6685,23.3954,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
47872,42.7025,23.3079,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
8866,42.6562,23.3702,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
8866,42.6935,23.3238,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
8866,42.6933,23.3241,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
8866,42.6561,23.3702,RIPEAtlas,,42.6833494253,23.3166540107,Sofia,Grad Sofiya,BG,False,2022-09-15
209702,41.7207,26.3178,RIPEAtlas,,41.670439676,26.5699954821,Edirne,Edirne,TR,False,2022-09-15
51375,26.2336,50.5543,RIPEAtlas,,26.2361362905,50.5830517159,Manama,,BH,False,2022-09-15
10417,-19.8688,-43.9645,RIPEAtlas,,-19.9150260225,-43.9150045182,Belo Horizonte,Minas Gerais,BR,False,2022-09-15
10417,-19.8707,-43.9677,RIPEAtlas,,-19.9150260225,-43.9150045182,Belo Horizonte,Minas Gerais,BR,False,2022-09-15
53046,-25.0949,-50.1039,RIPEAtlas,,-25.0900073051,-50.1600496842,Ponta Grossa,Paraná,BR,False,2022-09-15
19200,-30.0689,-51.1206,RIPEAtlas,,-30.0500146293,-51.2000120459,Porto Alegre,Rio Grande do Sul,BR,False,2022-09-15
12008,-23.4935,-46.8094,RIPEAtlas,,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,False,2022-09-15
15133,-23.5505,-46.6333,RIPEAtlas,,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,False,2022-09-15
15169,-23.5505,-46.6333,RIPEAtlas,,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,False,2022-09-15
16509,-23.5505,-46.6333,RIPEAtlas,,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,False,2022-09-15
199524,-23.4852,-46.8363,RIPEAtlas,,-23.558679587,-46.6250199804,São Paulo,São Paulo,BR,False,2022-09-15
199524,51.4997,-0.0148,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
201126,51.2392,-0.1699,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
20473,51.5204,-0.0738,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
20596,51.5213,-0.072,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
207841,51.5211,-0.072,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
34587,51.4982,-0.0145,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
3491,51.4992,-0.0138,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
36236,51.5232,-0.1011,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
5459,51.5116,-0.0009,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
5459,51.5146,-0.0019,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
55002,51.5242,-0.6351,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
5607,51.5116,-0.0008,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
5607,51.5116,-0.0009,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
58057,51.5236,-0.1008,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
60157,51.5114,-0.0018,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
6908,51.4926,0.0308,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
8676,51.5074,0.0,RIPEAtlas,,51.4999947297,-0.11672184386,London,Westminster,GB,False,2022-09-15
45014,52.0418,-0.8202,RIPEAtlas,,51.8803591096,-0.42001082498,Luton,Luton,GB,False,2022-09-15
28792,53.3791,-2.2586,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2022-09-15
31655,53.4654,-2.3091,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2022-09-15
31655,53.466,-2.3094,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2022-09-15
41000,53.466,-2.293,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2022-09-15
41495,53.4808,-2.2426,RIPEAtlas,,53.5004152619,-2.24798710266,Manchester,Manchester,GB,False,2022-09-15
201126,52.2809,-0.8728,RIPEAtlas,,52.6299774364,-1.13324894348,Leicester,Leicester,GB,False,2022-09-15
206062,52.9887,-1.1743,RIPEAtlas,,52.9703442577,-1.17001672505,Nottingham,Nottingham,GB,False,2022-09-15
28792,51.778,-1.2702,RIPEAtlas,,51.7704174999,-1.24998600402,Oxford,Oxfordshire,GB,False,2022-09-15
199610,51.4278,-0.9792,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
14061,51.5225,-0.629,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
202109,51.5224,-0.6293,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
202196,51.5225,-0.629,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
43996,51.5212,-0.6242,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
5607,51.5191,-0.6206,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
5607,51.5105,-0.595,RIPEAtlas,,51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,False,2022-09-15
15133,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
36236,39.022,-77.4609,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
43996,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
5006,39.0438,-77.4874,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
51468,39.0148,-77.459,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
54054,39.0219,-77.4611,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
398355,30.066,-95.459,RIPEAtlas,,30.3120632111,-95.4558636899,Conroe,Texas,US,False,2022-09-15
40581,36.0427,-94.1685,RIPEAtlas,,36.0629783315,-94.1572091082,Fayetteville,Arkansas,US,False,2022-09-15
15133,33.749,-84.388,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2022-09-15
20473,33.7777,-84.4209,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2022-09-15
2914,33.7701,-84.4196,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2022-09-15
6597,33.8897,-84.4654,RIPEAtlas,,33.830013854,-84.3999493833,Atlanta,Georgia,US,False,2022-09-15
36198,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
1312,37.2043,-80.4129,RIPEAtlas,,37.2294187612,-80.414197837,Blacksburg,Virginia,US,False,2022-09-15
111,42.3505,-71.1054,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2022-09-15
111,42.3491,-71.1042,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2022-09-15
11488,42.3897,-71.1464,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2022-09-15
26167,42.3547,-71.0603,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2022-09-15
62943,41.5504,-90.4825,RIPEAtlas,,41.4933962189,-90.5346136899,Rock Island,Illinois,US,False,2022-09-15
201971,42.893,-78.8753,RIPEAtlas,,42.8799782502,-78.8800020769,Buffalo,New York,US,False,2022-09-15
14907,32.9923,-96.9304,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
15169,41.2619,-95.8608,RIPEAtlas,,41.2622733755,-95.8608002134,Council Bluffs,Iowa,US,False,2022-09-15
12008,42.0011,-87.9549,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2022-09-15
15133,41.8781,-87.6298,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2022-09-15
199524,41.8537,-87.6183,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2022-09-15
20473,41.9943,-87.962,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2022-09-15
2914,41.8536,-87.6183,RIPEAtlas,,41.8299906607,-87.7500549741,Chicago,Illinois,US,False,2022-09-15
212276,41.4499,-81.4197,RIPEAtlas,,41.4699867951,-81.6949982114,Cleveland,Ohio,US,False,2022-09-15
16509,39.9612,-82.9988,RIPEAtlas,,39.9799743846,-82.9900096046,Columbus,Ohio,US,False,2022-09-15
10745,38.8943,-77.4311,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
15133,32.7767,-96.797,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
12008,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
14907,32.9918,-96.93,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
2914,32.8001,-96.8199,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
33438,32.8003,-96.8195,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
7366,32.8018,-96.8184,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
11039,38.8976,-77.0459,RIPEAtlas,,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,False,2022-09-15
5006,32.7866,-96.7941,RIPEAtlas,,32.8200238231,-96.8400169289,Dallas,Texas,US,False,2022-09-15
15133,39.7392,-104.9903,RIPEAtlas,,39.7391880484,-104.984015952,Denver,Colorado,US,False,2022-09-15
7922,39.7376,-104.9847,RIPEAtlas,,39.7391880484,-104.984015952,Denver,Colorado,US,False,2022-09-15
15169,45.5946,-121.1787,RIPEAtlas,,46.6022316682,-120.504696494,Yakima,Washington,US,False,2022-09-15
36236,35.9348,-78.8794,RIPEAtlas,,35.9999589224,-78.9199996355,Durham,North Carolina,US,False,2022-09-15
40528,33.9248,-118.396,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
19255,42.0039,-87.9703,RIPEAtlas,,42.0483494253,-87.699954673,Evanston,Illinois,US,False,2022-09-15
5580,40.7179,-74.0089,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2022-09-15
7018,37.5645,-122.2704,RIPEAtlas,,37.5569181509,-122.313061566,San Mateo,California,US,False,2022-09-15
32934,35.334,-81.8651,RIPEAtlas,,34.9494287303,-81.9322705502,Spartanburg,South Carolina,US,False,2022-09-15
13925,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
17920,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
208590,37.4718,-121.9203,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
35277,37.4899,-121.931,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
398447,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
398960,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
58057,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
62538,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
63949,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
7247,37.4718,-121.9201,RIPEAtlas,,37.2999829295,-121.849989056,San Jose,California,US,False,2022-09-15
30475,39.6181,-104.8915,RIPEAtlas,,39.6958573599,-104.80849695,Aurora,Colorado,US,False,2022-09-15
16409,38.9629,-77.3804,RIPEAtlas,,38.8204327586,-77.0999815284,Alexandria,Virginia,US,False,2022-09-15
63056,40.4585,-87.6626,RIPEAtlas,,40.1099922883,-88.2041874611,Urbana,Illinois,US,False,2022-09-15
17054,39.9632,-86.1456,RIPEAtlas,,39.7499884227,-86.1700480568,Indianapolis,Indiana,US,False,2022-09-15
11488,42.3897,-71.1475,RIPEAtlas,,42.3299601431,-71.0700136736,Boston,Massachusetts,US,False,2022-09-15
7018,35.7868,-78.4909,RIPEAtlas,,35.8187813507,-78.6446934425,Raleigh,North Carolina,US,False,2022-09-15
19528,40.0881,-75.3391,RIPEAtlas,,39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,False,2022-09-15
33362,48.5768,-96.5198,RIPEAtlas,,47.7737622264,-96.6077313657,Crookston,Minnesota,US,False,2022-09-15
32244,42.7073,-84.6666,RIPEAtlas,,42.7335272411,-84.5467362892,Lansing,Michigan,US,False,2022-09-15
12008,34.0488,-118.2594,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
15133,34.0522,-118.2437,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
15169,34.0522,-118.2437,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
199610,34.0478,-118.2557,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
20150,34.0483,-118.2551,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
20473,34.0581,-118.2354,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
21699,34.0476,-118.2576,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
3491,34.0479,-118.2557,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
5006,34.0474,-118.2574,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
63403,34.0581,-118.2352,RIPEAtlas,,33.9899782502,-118.179980511,Los Angeles,California,US,False,2022-09-15
195,32.8842,-117.2398,RIPEAtlas,,32.8200238231,-117.17998987,San Diego,California,US,False,2022-09-15
2495,38.9537,-95.2593,RIPEAtlas,,38.9597524201,-95.2552299416,Lawrence,Kansas,US,False,2022-09-15
8560,38.9315,-94.7528,RIPEAtlas,,39.1135805169,-94.6301463771,Kansas City,Kansas,US,False,2022-09-15
5006,44.9714,-93.2546,RIPEAtlas,,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,False,2022-09-15
267,42.4716,-83.2381,RIPEAtlas,,42.6518526398,-83.290223838,Pontiac,Michigan,US,False,2022-09-15
12008,25.7824,-80.1931,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
15133,25.7617,-80.1918,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
199524,25.7759,-80.1931,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
199610,25.776,-80.1931,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
20473,25.7975,-80.2301,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
2914,25.789,-80.2264,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
33280,25.7824,-80.1931,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
52863,25.7759,-80.1931,RIPEAtlas,,25.7876106964,-80.2241060808,Miami,Florida,US,False,2022-09-15
19969,39.0972,-94.5672,RIPEAtlas,,39.1070885098,-94.6040942189,Kansas City,Missouri,US,False,2022-09-15
32097,39.1008,-94.5811,RIPEAtlas,,39.1070885098,-94.6040942189,Kansas City,Missouri,US,False,2022-09-15
400226,39.1012,-94.5788,RIPEAtlas,,39.1070885098,-94.6040942189,Kansas City,Missouri,US,False,2022-09-15
7719,39.1369,-94.5776,RIPEAtlas,,39.1070885098,-94.6040942189,Kansas City,Missouri,US,False,2022-09-15
15169,33.196,-80.0131,RIPEAtlas,,32.7923769318,-79.9921047381,Charleston,South Carolina,US,False,2022-09-15
30633,38.8981,-77.017,RIPEAtlas,,38.8995493765,-77.0094185808,Washington DC,District of Columbia,US,False,2022-09-15
57695,39.1374,-94.5786,RIPEAtlas,,39.1070885098,-94.6040942189,Kansas City,Missouri,US,False,2022-09-15
12008,40.7407,-74.0021,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2022-09-15
14061,40.7128,-74.006,RIPEAtlas,,40.749979064,-73.9800169288,New York,New York,US,False,2022-09-15
